date,temperature,humidite,pression,vent,precipitations,mois,annee,saison
2021-12-07,20.8,16.5,1016.8,28.7,0.0,12,2021,Saison sèche
2021-12-08,27.6,15.2,1012.7,15.5,0.0,12,2021,Saison sèche
2021-12-09,21.1,17.7,1015.1,20.0,0.0,12,2021,Saison sèche
2021-12-10,25.5,29.8,1017.2,14.6,0.0,12,2021,Saison sèche
2021-12-11,26.0,34.2,1010.7,27.0,0.0,12,2021,Saison sèche
2021-12-12,23.6,23.2,1011.0,18.4,0.0,12,2021,Saison sèche
2021-12-13,27.9,25.0,1014.2,18.0,0.0,12,2021,Saison sèche
2021-12-14,20.9,33.7,1009.9,19.9,0.0,12,2021,Saison sèche
2021-12-15,22.9,25.9,1012.2,24.0,0.0,12,2021,Saison sèche
2021-12-16,24.5,30.9,1010.6,20.6,0.0,12,2021,Saison sèche
2021-12-17,25.8,32.2,1009.9,23.8,0.0,12,2021,Saison sèche
2021-12-18,17.9,25.4,1016.4,17.3,0.0,12,2021,Saison sèche
2021-12-19,20.7,31.1,1009.5,18.8,0.0,12,2021,Saison sèche
2021-12-20,24.3,19.9,1012.1,25.7,0.0,12,2021,Saison sèche
2021-12-21,23.9,27.1,1011.9,23.9,0.0,12,2021,Saison sèche
2021-12-22,22.5,28.7,1011.6,21.1,0.0,12,2021,Saison sèche
2021-12-23,20.3,24.7,1011.0,16.4,0.0,12,2021,Saison sèche
2021-12-24,23.5,26.7,1014.2,19.8,0.0,12,2021,Saison sèche
2021-12-25,23.8,29.4,1013.5,17.9,0.0,12,2021,Saison sèche
2021-12-26,23.2,27.9,1012.6,11.6,0.0,12,2021,Saison sèche
2021-12-27,23.2,42.7,1011.9,18.4,0.0,12,2021,Saison sèche
2021-12-28,23.7,27.5,1015.0,15.7,0.0,12,2021,Saison sèche
2021-12-29,24.6,29.7,1012.3,23.7,0.0,12,2021,Saison sèche
2021-12-30,25.4,32.0,1010.3,26.1,0.0,12,2021,Saison sèche
2021-12-31,22.6,25.6,1012.7,21.2,0.0,12,2021,Saison sèche
2022-01-01,25.0,24.3,1010.8,20.0,0.0,1,2022,Saison sèche
2022-01-02,22.4,34.8,1014.2,17.7,0.0,1,2022,Saison sèche
2022-01-03,28.2,27.1,1015.6,21.2,0.0,1,2022,Saison sèche
2022-01-04,23.3,31.7,1015.4,27.3,0.0,1,2022,Saison sèche
2022-01-05,24.2,22.5,1011.9,23.7,0.0,1,2022,Saison sèche
2022-01-06,24.3,23.2,1015.1,29.3,0.0,1,2022,Saison sèche
2022-01-07,19.7,18.3,1012.7,23.5,0.0,1,2022,Saison sèche
2022-01-08,20.7,35.8,1013.8,22.2,0.0,1,2022,Saison sèche
2022-01-09,18.4,14.5,1013.6,11.3,0.0,1,2022,Saison sèche
2022-01-10,24.5,23.7,1019.5,33.5,0.0,1,2022,Saison sèche
2022-01-11,21.5,24.1,1015.0,30.5,0.0,1,2022,Saison sèche
2022-01-12,17.9,10.7,1011.8,24.9,0.0,1,2022,Saison sèche
2022-01-13,23.2,33.6,1010.6,10.4,0.0,1,2022,Saison sèche
2022-01-14,24.1,18.4,1009.0,22.7,0.0,1,2022,Saison sèche
2022-01-15,24.0,24.0,1012.1,21.2,0.0,1,2022,Saison sèche
2022-01-16,21.1,14.2,1011.6,24.6,0.0,1,2022,Saison sèche
2022-01-17,22.8,26.3,1011.0,21.1,0.0,1,2022,Saison sèche
2022-01-18,16.6,26.4,1015.9,14.6,0.0,1,2022,Saison sèche
2022-01-19,20.5,27.6,1015.5,19.8,0.0,1,2022,Saison sèche
2022-01-20,20.3,10.0,1013.2,32.2,0.0,1,2022,Saison sèche
2022-01-21,22.7,24.8,1013.6,21.9,0.0,1,2022,Saison sèche
2022-01-22,20.0,31.6,1013.5,22.1,0.0,1,2022,Saison sèche
2022-01-23,19.6,35.4,1014.3,19.2,0.0,1,2022,Saison sèche
2022-01-24,24.5,21.0,1011.4,18.2,0.0,1,2022,Saison sèche
2022-01-25,17.6,28.8,1009.3,15.9,0.0,1,2022,Saison sèche
2022-01-26,16.8,24.3,1012.7,20.4,0.0,1,2022,Saison sèche
2022-01-27,19.4,15.6,1013.9,19.2,0.0,1,2022,Saison sèche
2022-01-28,22.8,17.9,1013.4,28.5,0.0,1,2022,Saison sèche
2022-01-29,23.5,21.7,1013.5,20.8,0.0,1,2022,Saison sèche
2022-01-30,22.0,22.4,1012.7,23.1,0.0,1,2022,Saison sèche
2022-01-31,19.5,16.9,1010.2,14.0,0.0,1,2022,Saison sèche
2022-02-01,19.8,26.3,1010.8,24.6,0.0,2,2022,Saison sèche
2022-02-02,22.9,10.0,1013.9,26.1,0.0,2,2022,Saison sèche
2022-02-03,20.3,28.4,1010.9,22.5,0.0,2,2022,Saison sèche
2022-02-04,19.6,10.7,1011.8,21.4,0.0,2,2022,Saison sèche
2022-02-05,21.8,15.5,1011.8,23.3,0.0,2,2022,Saison sèche
2022-02-06,22.7,26.5,1011.3,27.9,0.0,2,2022,Saison sèche
2022-02-07,19.9,28.9,1015.0,24.4,0.0,2,2022,Saison sèche
2022-02-08,22.3,20.8,1014.7,14.9,0.0,2,2022,Saison sèche
2022-02-09,20.4,21.8,1015.1,23.9,0.0,2,2022,Saison sèche
2022-02-10,20.4,22.5,1011.4,18.5,0.0,2,2022,Saison sèche
2022-02-11,25.3,14.0,1015.8,26.1,0.0,2,2022,Saison sèche
2022-02-12,25.5,21.3,1012.3,14.8,0.0,2,2022,Saison sèche
2022-02-13,21.5,28.9,1015.2,16.5,0.0,2,2022,Saison sèche
2022-02-14,21.9,23.8,1009.8,25.0,0.0,2,2022,Saison sèche
2022-02-15,21.0,23.4,1011.7,18.1,0.0,2,2022,Saison sèche
2022-02-16,22.8,23.3,1011.9,18.4,0.0,2,2022,Saison sèche
2022-02-17,23.6,38.2,1012.9,27.0,0.0,2,2022,Saison sèche
2022-02-18,19.3,26.3,1010.4,14.6,0.0,2,2022,Saison sèche
2022-02-19,21.0,34.5,1014.5,23.2,0.0,2,2022,Saison sèche
2022-02-20,19.0,23.4,1013.2,22.9,0.0,2,2022,Saison sèche
2022-02-21,18.2,17.9,1012.5,24.7,0.0,2,2022,Saison sèche
2022-02-22,17.3,23.7,1012.9,26.2,0.0,2,2022,Saison sèche
2022-02-23,24.5,29.7,1011.0,12.5,0.0,2,2022,Saison sèche
2022-02-24,21.8,33.0,1015.4,25.6,0.0,2,2022,Saison sèche
2022-02-25,23.9,28.0,1011.5,21.3,0.0,2,2022,Saison sèche
2022-02-26,27.0,17.5,1015.8,20.4,0.0,2,2022,Saison sèche
2022-02-27,26.1,13.7,1013.8,18.3,0.0,2,2022,Saison sèche
2022-02-28,19.3,26.7,1014.6,17.8,0.0,2,2022,Saison sèche
2022-03-01,21.3,24.3,1011.3,20.7,0.0,3,2022,Saison sèche
2022-03-02,27.4,24.5,1015.2,19.1,0.0,3,2022,Saison sèche
2022-03-03,24.1,12.1,1011.0,16.3,0.0,3,2022,Saison sèche
2022-03-04,27.4,28.7,1009.1,18.9,0.0,3,2022,Saison sèche
2022-03-05,26.7,37.2,1013.3,21.8,0.0,3,2022,Saison sèche
2022-03-06,25.2,28.1,1014.0,11.3,0.0,3,2022,Saison sèche
2022-03-07,24.1,18.8,1012.3,24.2,0.0,3,2022,Saison sèche
2022-03-08,23.5,10.0,1010.7,22.6,0.0,3,2022,Saison sèche
2022-03-09,26.3,28.4,1010.9,11.6,0.0,3,2022,Saison sèche
2022-03-10,26.3,18.3,1015.9,20.9,0.0,3,2022,Saison sèche
2022-03-11,23.5,20.1,1011.3,16.8,0.0,3,2022,Saison sèche
2022-03-12,27.8,26.5,1010.0,27.5,0.0,3,2022,Saison sèche
2022-03-13,25.1,31.2,1010.3,19.8,0.0,3,2022,Saison sèche
2022-03-14,25.8,10.0,1015.5,24.5,0.0,3,2022,Saison sèche
2022-03-15,24.0,16.2,1012.2,18.4,0.0,3,2022,Saison sèche
2022-03-16,25.9,26.5,1012.5,25.2,0.0,3,2022,Saison sèche
2022-03-17,26.4,16.6,1014.2,26.2,0.0,3,2022,Saison sèche
2022-03-18,32.9,16.0,1012.0,7.6,0.0,3,2022,Saison sèche
2022-03-19,26.4,20.6,1015.3,14.1,0.0,3,2022,Saison sèche
2022-03-20,20.8,21.2,1007.5,21.8,0.0,3,2022,Saison sèche
2022-03-21,19.8,25.2,1007.3,16.4,0.0,3,2022,Saison sèche
2022-03-22,29.1,27.9,1009.8,17.8,0.0,3,2022,Saison sèche
2022-03-23,25.0,28.8,1008.8,21.0,0.0,3,2022,Saison sèche
2022-03-24,18.2,20.0,1010.5,21.2,0.0,3,2022,Saison sèche
2022-03-25,25.1,13.8,1009.5,19.0,0.0,3,2022,Saison sèche
2022-03-26,24.8,20.4,1010.5,21.5,0.0,3,2022,Saison sèche
2022-03-27,23.7,24.3,1015.8,10.9,0.0,3,2022,Saison sèche
2022-03-28,20.4,31.3,1010.1,16.4,0.0,3,2022,Saison sèche
2022-03-29,23.0,22.9,1014.7,22.0,0.0,3,2022,Saison sèche
2022-03-30,27.2,13.7,1009.2,3.8,0.0,3,2022,Saison sèche
2022-03-31,23.0,32.7,1012.5,16.9,0.0,3,2022,Saison sèche
2022-04-01,27.9,39.5,1010.4,21.8,0.0,4,2022,Saison sèche
2022-04-02,30.3,41.7,1011.4,32.1,0.0,4,2022,Saison sèche
2022-04-03,27.7,48.1,1008.5,18.9,0.0,4,2022,Saison sèche
2022-04-04,25.5,46.7,1012.9,20.2,0.0,4,2022,Saison sèche
2022-04-05,29.9,47.2,1008.1,19.6,0.0,4,2022,Saison sèche
2022-04-06,28.5,47.4,1007.6,23.3,0.0,4,2022,Saison sèche
2022-04-07,24.2,43.8,1009.1,18.6,0.0,4,2022,Saison sèche
2022-04-08,27.0,42.6,1011.3,14.5,0.0,4,2022,Saison sèche
2022-04-09,31.3,43.2,1011.7,18.4,0.0,4,2022,Saison sèche
2022-04-10,25.3,56.4,1009.8,19.1,0.0,4,2022,Saison sèche
2022-04-11,29.5,40.3,1009.7,18.4,0.0,4,2022,Saison sèche
2022-04-12,31.4,52.1,1009.9,19.2,0.0,4,2022,Saison sèche
2022-04-13,27.5,46.9,1012.3,14.1,0.0,4,2022,Saison sèche
2022-04-14,32.1,42.0,1009.5,8.5,0.0,4,2022,Saison sèche
2022-04-15,26.5,43.9,1011.9,19.0,0.0,4,2022,Saison sèche
2022-04-16,25.8,59.4,1008.5,26.3,0.0,4,2022,Saison sèche
2022-04-17,30.7,55.2,1009.8,16.1,0.0,4,2022,Saison sèche
2022-04-18,30.2,45.0,1011.2,26.2,0.0,4,2022,Saison sèche
2022-04-19,24.2,24.0,1010.8,17.5,0.0,4,2022,Saison sèche
2022-04-20,27.8,54.0,1010.2,14.3,0.0,4,2022,Saison sèche
2022-04-21,29.3,41.2,1008.7,18.4,0.0,4,2022,Saison sèche
2022-04-22,27.3,30.3,1009.1,22.0,0.0,4,2022,Saison sèche
2022-04-23,30.5,39.3,1006.9,17.2,0.0,4,2022,Saison sèche
2022-04-24,27.6,48.9,1010.0,19.5,0.0,4,2022,Saison sèche
2022-04-25,32.5,42.3,1010.6,15.5,0.0,4,2022,Saison sèche
2022-04-26,26.8,47.9,1014.7,14.4,0.0,4,2022,Saison sèche
2022-04-27,29.0,47.1,1012.6,5.9,0.0,4,2022,Saison sèche
2022-04-28,30.7,32.5,1004.0,20.9,3.5,4,2022,Saison sèche
2022-04-29,28.6,36.3,1008.0,13.2,4.6,4,2022,Saison sèche
2022-04-30,28.3,40.0,1011.0,3.7,0.0,4,2022,Saison sèche
2022-05-01,30.4,55.7,1010.1,2.7,0.0,5,2022,Saison humide
2022-05-02,31.1,64.5,1012.2,9.6,22.3,5,2022,Saison humide
2022-05-03,31.8,45.6,1003.7,16.2,5.9,5,2022,Saison humide
2022-05-04,31.0,69.4,1005.8,14.6,16.8,5,2022,Saison humide
2022-05-05,31.7,60.1,1005.4,18.8,0.0,5,2022,Saison humide
2022-05-06,27.1,50.6,1011.4,10.3,15.0,5,2022,Saison humide
2022-05-07,26.4,67.1,1007.3,15.5,0.0,5,2022,Saison humide
2022-05-08,31.4,77.6,1009.5,11.7,17.6,5,2022,Saison humide
2022-05-09,31.5,51.3,1009.0,17.2,0.0,5,2022,Saison humide
2022-05-10,30.8,52.9,1010.5,10.6,8.1,5,2022,Saison humide
2022-05-11,32.9,57.7,1008.4,14.5,0.0,5,2022,Saison humide
2022-05-12,28.2,67.4,1008.2,9.4,0.0,5,2022,Saison humide
2022-05-13,25.9,59.2,1007.3,7.2,0.0,5,2022,Saison humide
2022-05-14,36.2,47.9,1010.8,16.9,0.0,5,2022,Saison humide
2022-05-15,29.9,61.5,1011.5,15.0,7.1,5,2022,Saison humide
2022-05-16,27.3,58.3,1010.9,4.4,0.0,5,2022,Saison humide
2022-05-17,28.5,53.7,1007.7,5.2,0.0,5,2022,Saison humide
2022-05-18,27.7,47.2,1007.2,15.7,0.0,5,2022,Saison humide
2022-05-19,31.1,46.0,1009.5,13.9,0.0,5,2022,Saison humide
2022-05-20,28.2,69.0,1008.8,10.3,0.0,5,2022,Saison humide
2022-05-21,34.1,51.4,1007.0,17.2,0.0,5,2022,Saison humide
2022-05-22,35.2,56.8,1009.9,6.2,18.7,5,2022,Saison humide
2022-05-23,32.2,54.8,1005.2,14.5,0.0,5,2022,Saison humide
2022-05-24,33.4,61.5,1012.4,17.1,0.0,5,2022,Saison humide
2022-05-25,30.9,47.3,1006.6,9.2,0.0,5,2022,Saison humide
2022-05-26,30.4,46.6,1009.3,15.6,4.1,5,2022,Saison humide
2022-05-27,32.5,65.4,1009.1,7.9,0.0,5,2022,Saison humide
2022-05-28,29.5,76.8,1007.4,12.2,0.0,5,2022,Saison humide
2022-05-29,26.6,55.6,1006.3,12.7,21.1,5,2022,Saison humide
2022-05-30,25.1,76.3,1009.1,8.1,26.2,5,2022,Saison humide
2022-05-31,29.3,61.6,1007.3,10.0,0.0,5,2022,Saison humide
2022-06-01,33.6,82.7,1008.4,16.1,11.2,6,2022,Saison humide
2022-06-02,35.3,67.1,1005.6,7.2,0.0,6,2022,Saison humide
2022-06-03,35.9,85.5,1008.4,17.4,0.0,6,2022,Saison humide
2022-06-04,32.9,84.8,1007.2,10.1,50.5,6,2022,Saison humide
2022-06-05,31.5,77.5,1005.3,0.0,56.1,6,2022,Saison humide
2022-06-06,33.9,62.4,1006.7,0.9,24.5,6,2022,Saison humide
2022-06-07,36.3,85.6,1005.6,6.3,11.9,6,2022,Saison humide
2022-06-08,33.5,74.1,1003.8,0.8,9.2,6,2022,Saison humide
2022-06-09,31.8,83.6,1009.7,10.6,0.0,6,2022,Saison humide
2022-06-10,29.8,79.8,1008.5,15.4,7.7,6,2022,Saison humide
2022-06-11,28.4,71.9,1005.6,12.5,46.6,6,2022,Saison humide
2022-06-12,32.0,74.0,1009.7,13.5,0.0,6,2022,Saison humide
2022-06-13,36.4,80.3,1005.1,5.3,0.0,6,2022,Saison humide
2022-06-14,36.2,92.8,1009.1,17.8,16.3,6,2022,Saison humide
2022-06-15,35.3,81.3,1007.6,13.9,0.0,6,2022,Saison humide
2022-06-16,34.0,88.3,1010.0,14.7,43.7,6,2022,Saison humide
2022-06-17,32.0,84.1,1004.6,17.3,0.0,6,2022,Saison humide
2022-06-18,30.2,80.3,1005.7,14.8,17.9,6,2022,Saison humide
2022-06-19,34.2,73.4,1009.2,12.0,13.1,6,2022,Saison humide
2022-06-20,31.7,74.3,1009.1,20.4,0.0,6,2022,Saison humide
2022-06-21,27.8,68.4,1005.5,5.2,0.0,6,2022,Saison humide
2022-06-22,32.7,81.0,1008.8,13.3,14.3,6,2022,Saison humide
2022-06-23,34.8,77.4,1005.0,17.3,0.0,6,2022,Saison humide
2022-06-24,32.8,70.7,1006.6,13.7,12.2,6,2022,Saison humide
2022-06-25,32.0,86.6,1008.4,22.4,42.2,6,2022,Saison humide
2022-06-26,29.7,84.1,1007.3,9.2,54.0,6,2022,Saison humide
2022-06-27,34.4,71.0,1008.9,8.8,10.9,6,2022,Saison humide
2022-06-28,32.6,84.1,1005.3,21.7,0.0,6,2022,Saison humide
2022-06-29,34.1,82.7,1007.2,11.7,19.7,6,2022,Saison humide
2022-06-30,36.7,84.7,1009.1,7.2,6.5,6,2022,Saison humide
2022-07-01,31.5,80.9,1005.9,15.3,40.9,7,2022,Saison humide
2022-07-02,31.8,79.8,1008.6,9.1,0.0,7,2022,Saison humide
2022-07-03,36.1,68.2,1009.9,12.1,12.5,7,2022,Saison humide
2022-07-04,32.5,75.6,1008.6,9.1,0.0,7,2022,Saison humide
2022-07-05,31.1,92.6,1005.9,16.2,0.0,7,2022,Saison humide
2022-07-06,34.5,70.1,1007.0,15.9,51.4,7,2022,Saison humide
2022-07-07,36.6,85.4,1006.1,6.6,0.0,7,2022,Saison humide
2022-07-08,35.4,60.6,1007.0,12.8,49.9,7,2022,Saison humide
2022-07-09,35.1,88.5,1006.6,16.7,38.2,7,2022,Saison humide
2022-07-10,31.3,76.0,1006.3,14.4,16.6,7,2022,Saison humide
2022-07-11,34.2,61.8,1009.9,9.4,0.0,7,2022,Saison humide
2022-07-12,34.1,75.5,1009.3,0.0,5.4,7,2022,Saison humide
2022-07-13,32.9,91.8,1005.2,15.9,49.7,7,2022,Saison humide
2022-07-14,32.3,72.1,1009.2,14.1,0.0,7,2022,Saison humide
2022-07-15,35.0,84.7,1005.6,0.0,16.2,7,2022,Saison humide
2022-07-16,29.0,55.3,1008.6,12.6,49.0,7,2022,Saison humide
2022-07-17,35.6,90.9,1004.2,11.8,0.0,7,2022,Saison humide
2022-07-18,33.4,83.0,1007.1,15.1,39.7,7,2022,Saison humide
2022-07-19,33.2,70.5,1007.5,8.0,29.6,7,2022,Saison humide
2022-07-20,32.6,74.2,1008.4,11.2,44.1,7,2022,Saison humide
2022-07-21,31.9,78.3,1008.3,3.8,11.0,7,2022,Saison humide
2022-07-22,35.2,69.6,1008.6,7.2,47.7,7,2022,Saison humide
2022-07-23,36.2,80.0,1006.5,9.1,18.7,7,2022,Saison humide
2022-07-24,37.7,72.4,1004.9,15.3,0.0,7,2022,Saison humide
2022-07-25,30.4,74.1,1006.8,13.2,0.0,7,2022,Saison humide
2022-07-26,36.4,82.2,1006.6,11.0,48.5,7,2022,Saison humide
2022-07-27,34.3,74.2,1005.0,4.8,47.3,7,2022,Saison humide
2022-07-28,35.4,77.0,1009.8,9.6,31.6,7,2022,Saison humide
2022-07-29,32.5,82.7,1007.8,13.8,20.9,7,2022,Saison humide
2022-07-30,40.0,87.5,1008.4,12.6,41.6,7,2022,Saison humide
2022-07-31,34.1,75.6,1006.8,0.0,9.0,7,2022,Saison humide
2022-08-01,37.2,78.2,1005.0,11.8,0.0,8,2022,Saison humide
2022-08-02,33.9,85.7,1005.8,12.2,0.0,8,2022,Saison humide
2022-08-03,34.5,82.0,1007.4,14.1,30.0,8,2022,Saison humide
2022-08-04,33.5,69.3,1005.7,12.5,28.0,8,2022,Saison humide
2022-08-05,32.6,74.7,1006.3,13.5,39.3,8,2022,Saison humide
2022-08-06,31.5,83.8,1004.9,15.3,44.3,8,2022,Saison humide
2022-08-07,30.7,80.0,1005.0,10.7,43.5,8,2022,Saison humide
2022-08-08,33.2,70.2,1008.7,12.1,34.5,8,2022,Saison humide
2022-08-09,33.1,87.6,1005.2,0.0,51.6,8,2022,Saison humide
2022-08-10,29.0,70.2,1012.9,10.5,18.1,8,2022,Saison humide
2022-08-11,28.0,76.6,1006.9,10.0,0.0,8,2022,Saison humide
2022-08-12,32.8,67.9,1008.4,2.3,35.3,8,2022,Saison humide
2022-08-13,34.5,77.5,1004.6,8.5,18.4,8,2022,Saison humide
2022-08-14,31.3,83.2,1010.3,9.9,23.6,8,2022,Saison humide
2022-08-15,34.8,71.6,1008.0,10.8,24.4,8,2022,Saison humide
2022-08-16,34.8,75.8,1007.1,11.1,0.0,8,2022,Saison humide
2022-08-17,33.0,79.9,1007.6,16.0,19.8,8,2022,Saison humide
2022-08-18,35.4,68.5,1008.6,15.1,0.0,8,2022,Saison humide
2022-08-19,32.0,71.9,1010.1,8.7,0.0,8,2022,Saison humide
2022-08-20,34.9,76.9,1009.7,14.7,30.7,8,2022,Saison humide
2022-08-21,31.8,81.8,1002.2,24.7,39.4,8,2022,Saison humide
2022-08-22,36.2,96.7,1009.1,16.7,12.5,8,2022,Saison humide
2022-08-23,32.0,71.4,1006.0,5.2,19.0,8,2022,Saison humide
2022-08-24,33.7,77.7,1007.7,9.4,8.0,8,2022,Saison humide
2022-08-25,40.9,88.9,1004.9,13.2,0.0,8,2022,Saison humide
2022-08-26,29.8,81.5,1006.0,16.8,0.0,8,2022,Saison humide
2022-08-27,35.7,89.0,1005.7,14.4,18.4,8,2022,Saison humide
2022-08-28,31.3,90.9,1007.9,15.2,10.0,8,2022,Saison humide
2022-08-29,31.1,68.2,1006.3,11.4,0.0,8,2022,Saison humide
2022-08-30,29.0,69.0,1008.7,15.0,13.4,8,2022,Saison humide
2022-08-31,30.6,75.0,1008.7,16.6,15.5,8,2022,Saison humide
2022-09-01,31.7,53.4,1007.5,18.6,17.8,9,2022,Saison humide
2022-09-02,27.8,61.7,1010.6,10.1,19.7,9,2022,Saison humide
2022-09-03,35.2,62.4,1009.7,19.1,5.8,9,2022,Saison humide
2022-09-04,29.9,61.9,1005.9,11.3,0.0,9,2022,Saison humide
2022-09-05,33.7,42.5,1011.6,17.6,0.0,9,2022,Saison humide
2022-09-06,31.0,69.8,1010.5,5.0,11.2,9,2022,Saison humide
2022-09-07,31.2,54.2,1012.0,17.2,0.0,9,2022,Saison humide
2022-09-08,30.0,63.5,1009.0,18.3,23.1,9,2022,Saison humide
2022-09-09,31.8,48.9,1008.1,17.3,0.0,9,2022,Saison humide
2022-09-10,30.2,51.8,1008.3,13.5,26.2,9,2022,Saison humide
2022-09-11,29.4,58.1,1006.6,17.6,0.0,9,2022,Saison humide
2022-09-12,34.8,59.4,1006.5,1.6,0.0,9,2022,Saison humide
2022-09-13,34.4,60.9,1009.3,0.9,0.0,9,2022,Saison humide
2022-09-14,31.7,58.8,1009.6,20.2,0.0,9,2022,Saison humide
2022-09-15,31.5,79.1,1004.3,15.4,0.0,9,2022,Saison humide
2022-09-16,30.7,64.5,1007.2,11.8,2.1,9,2022,Saison humide
2022-09-17,32.8,84.9,1010.1,7.8,0.0,9,2022,Saison humide
2022-09-18,26.5,57.4,1010.0,5.6,19.9,9,2022,Saison humide
2022-09-19,29.2,58.9,1011.7,15.7,0.0,9,2022,Saison humide
2022-09-20,31.2,55.9,1004.3,22.2,28.4,9,2022,Saison humide
2022-09-21,30.9,54.1,1008.1,4.0,0.0,9,2022,Saison humide
2022-09-22,28.4,56.5,1011.1,12.1,0.0,9,2022,Saison humide
2022-09-23,32.8,64.3,1009.9,24.0,0.0,9,2022,Saison humide
2022-09-24,36.5,54.5,1011.7,13.9,0.0,9,2022,Saison humide
2022-09-25,30.6,53.5,1010.2,17.4,0.0,9,2022,Saison humide
2022-09-26,25.8,59.8,1010.7,11.1,20.8,9,2022,Saison humide
2022-09-27,31.9,57.8,1006.1,6.4,15.9,9,2022,Saison humide
2022-09-28,30.7,56.6,1007.9,17.2,0.0,9,2022,Saison humide
2022-09-29,32.9,58.4,1008.6,20.0,0.0,9,2022,Saison humide
2022-09-30,28.1,58.2,1009.7,4.2,21.9,9,2022,Saison humide
2022-10-01,28.1,53.3,1010.7,19.4,0.0,10,2022,Saison humide
2022-10-02,28.2,36.4,1011.9,23.6,0.0,10,2022,Saison humide
2022-10-03,28.2,39.3,1006.4,8.5,0.0,10,2022,Saison humide
2022-10-04,24.5,58.6,1009.8,10.3,8.7,10,2022,Saison humide
2022-10-05,26.1,45.5,1012.1,14.5,19.8,10,2022,Saison humide
2022-10-06,29.0,46.6,1007.9,12.2,0.0,10,2022,Saison humide
2022-10-07,26.8,65.3,1009.9,5.0,0.0,10,2022,Saison humide
2022-10-08,32.2,40.3,1006.8,16.1,0.0,10,2022,Saison humide
2022-10-09,27.4,44.4,1011.4,8.6,0.0,10,2022,Saison humide
2022-10-10,27.3,44.9,1010.3,12.5,25.8,10,2022,Saison humide
2022-10-11,29.0,48.6,1006.8,12.3,25.5,10,2022,Saison humide
2022-10-12,26.3,39.7,1008.9,14.7,2.9,10,2022,Saison humide
2022-10-13,30.6,41.7,1011.8,12.6,0.0,10,2022,Saison humide
2022-10-14,27.7,43.3,1011.5,13.6,14.3,10,2022,Saison humide
2022-10-15,29.3,40.8,1008.3,11.9,0.0,10,2022,Saison humide
2022-10-16,27.5,36.0,1010.5,1.6,0.0,10,2022,Saison humide
2022-10-17,30.0,52.8,1009.0,11.2,22.9,10,2022,Saison humide
2022-10-18,26.1,36.0,1010.6,5.6,0.0,10,2022,Saison humide
2022-10-19,29.4,59.4,1007.4,2.7,0.0,10,2022,Saison humide
2022-10-20,28.5,41.4,1009.6,13.8,0.0,10,2022,Saison humide
2022-10-21,27.1,46.7,1008.2,20.7,0.0,10,2022,Saison humide
2022-10-22,29.4,40.3,1006.3,9.9,12.1,10,2022,Saison humide
2022-10-23,25.9,52.4,1009.3,9.4,0.0,10,2022,Saison humide
2022-10-24,34.0,51.6,1012.3,9.5,0.0,10,2022,Saison humide
2022-10-25,28.3,36.4,1009.6,14.0,26.2,10,2022,Saison humide
2022-10-26,28.7,40.9,1009.0,6.0,15.5,10,2022,Saison humide
2022-10-27,27.4,37.6,1015.9,6.6,0.0,10,2022,Saison humide
2022-10-28,29.5,52.7,1013.6,14.5,0.0,10,2022,Saison humide
2022-10-29,28.8,61.5,1007.2,18.0,0.0,10,2022,Saison humide
2022-10-30,27.7,38.3,1011.5,15.3,15.3,10,2022,Saison humide
2022-10-31,26.5,32.5,1011.6,14.1,3.6,10,2022,Saison humide
2022-11-01,22.6,20.7,1010.6,14.6,0.0,11,2022,Saison sèche
2022-11-02,24.0,19.1,1008.2,32.1,0.0,11,2022,Saison sèche
2022-11-03,25.7,28.3,1013.9,17.9,0.0,11,2022,Saison sèche
2022-11-04,27.7,20.6,1008.8,25.6,0.0,11,2022,Saison sèche
2022-11-05,22.0,30.6,1010.7,25.9,0.0,11,2022,Saison sèche
2022-11-06,21.3,14.9,1009.9,22.4,0.0,11,2022,Saison sèche
2022-11-07,27.6,29.8,1014.7,24.1,0.0,11,2022,Saison sèche
2022-11-08,23.5,32.3,1014.6,24.3,0.0,11,2022,Saison sèche
2022-11-09,28.3,23.6,1011.7,25.8,0.0,11,2022,Saison sèche
2022-11-10,24.5,22.5,1013.2,24.8,0.0,11,2022,Saison sèche
2022-11-11,24.7,18.2,1010.0,17.1,0.0,11,2022,Saison sèche
2022-11-12,24.3,34.9,1009.9,22.9,0.0,11,2022,Saison sèche
2022-11-13,21.2,23.2,1011.1,24.7,0.0,11,2022,Saison sèche
2022-11-14,27.7,26.7,1011.9,22.0,0.0,11,2022,Saison sèche
2022-11-15,26.2,11.0,1010.4,20.7,0.0,11,2022,Saison sèche
2022-11-16,25.6,34.5,1010.0,19.5,0.0,11,2022,Saison sèche
2022-11-17,24.1,31.2,1009.4,24.1,0.0,11,2022,Saison sèche
2022-11-18,24.2,38.4,1011.0,11.0,0.0,11,2022,Saison sèche
2022-11-19,26.5,28.0,1011.8,27.8,0.0,11,2022,Saison sèche
2022-11-20,20.9,17.8,1007.9,20.6,0.0,11,2022,Saison sèche
2022-11-21,25.2,17.6,1011.1,14.5,0.0,11,2022,Saison sèche
2022-11-22,23.8,37.7,1009.0,16.4,0.0,11,2022,Saison sèche
2022-11-23,22.3,24.5,1012.4,25.7,0.0,11,2022,Saison sèche
2022-11-24,26.5,20.5,1010.3,18.9,0.0,11,2022,Saison sèche
